game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
823384,2026-05-15T22:40:00Z,PHI @ PIT,PIT,PHI,Braxton Ashcraft,Aaron Nola,677952,605400.0,10,0.654,9.0,0.286
822739,2026-05-15T22:45:00Z,BAL @ WSH,WSH,BAL,Zack Littell,Shane Baz,641793,669358.0,8,0.378,9.0,
824280,2026-05-15T22:45:00Z,TOR @ DET,DET,TOR,Brenan Hanifee,Trey Yesavage,669724,702056.0,7,0.413,0.0,
824439,2026-05-15T23:10:00Z,CIN @ CLE,CLE,CIN,Tanner Bibee,Andrew Abbott,676440,671096.0,10,0.272,9.0,0.263
822983,2026-05-15T23:10:00Z,MIA @ TB,TB,MIA,Jesse Scholtens,Janson Junk,669947,676083.0,2,0.014,2.0,0.066
823707,2026-05-15T23:10:00Z,MIL @ MIN,MIN,MIL,Joe Ryan,TBD,657746,,11,0.209,,
824925,2026-05-15T23:15:00Z,BOS @ ATL,ATL,BOS,Spencer Strider,Connelly Early,675911,813349.0,6,0.264,0.0,
823629,2026-05-15T23:15:00Z,NYY @ NYM,NYM,NYY,Clay Holmes,Cam Schlittler,605280,693645.0,7,0.318,1.0,0.356
824601,2026-05-15T23:40:00Z,CHC @ CWS,CWS,CHC,Sean Burke,Edward Cabrera,680732,665795.0,12,0.317,4.0,0.194
824194,2026-05-16T00:10:00Z,TEX @ HOU,HOU,TEX,Spencer Arrighetti,Jack Leiter,681293,683004.0,4,0.48,10.0,0.383
823061,2026-05-16T00:15:00Z,KC @ STL,STL,KC,Dustin May,Michael Wacha,669160,608379.0,9,0.326,8.0,0.393
824360,2026-05-16T00:40:00Z,AZ @ COL,COL,AZ,Kyle Freeland,Merrill Kelly,607536,518876.0,8,0.392,10.0,0.273
824037,2026-05-16T01:38:00Z,LAD @ LAA,LAA,LAD,Jack Kochanowicz,Blake Snell,686799,605483.0,12,0.3,7.0,0.388
823140,2026-05-16T01:40:00Z,SD @ SEA,SEA,SD,Emerson Hancock,Randy Vásquez,676106,681190.0,10,0.342,9.0,0.472
825009,2026-05-16T01:40:00Z,SF @ ATH,ATH,SF,Aaron Civale,Tyler Mahle,650644,641816.0,8,0.267,6.0,0.288
