game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824804,2026-08-06T16:35:00Z,LAA @ BAL,BAL,LAA,Brandon Young,Ryan Johnson,687064,696270,1.01,,,,,,,,,,,,,,,,,,,2,8,6,4,,,1,0.319,4,0.9,2.14,8,0.178,16
824481,2026-08-06T16:40:00Z,ATH @ CIN,CIN,ATH,Andrew Abbott,Mason Barnett,671096,686930,1.04,,,,,,,,,,,,,,,,,,,1,9,7,3,3.15,4.46,8,0.126,19,,,0,,0
824401,2026-08-06T17:10:00Z,NYM @ CLE,CLE,NYM,Foster Griffin,Nolan McLean,656492,690997,0.97,,,,,,,,,,,,,,,,,,,6,4,3,7,8.5,2.57,6,0.39,13,7.1,8.66,3,0.493,7
823754,2026-08-06T18:10:00Z,PIT @ MIL,MIL,PIT,Dustin May,Braxton Ashcraft,669160,677952,1.0,,,,,,,,,,,,,,,,,,,3,7,6,4,7.75,6.35,8,0.369,43,3.89,3.31,9,0.336,24
824664,2026-08-06T18:20:00Z,TOR @ CHC,CHC,TOR,David Peterson,Dylan Cease,656849,656302,1.02,,,,,,,,,,,,,,,,,,,6,4,7,3,3.33,4.23,10,0.264,41,2.3,2.56,11,0.271,108
823105,2026-08-06T20:10:00Z,DET @ SEA,SEA,DET,Bryce Miller,Framber Valdez,682243,664285,0.97,,,,,,,,,,,,,,,,,,,5,5,5,5,1.47,2.89,9,0.301,66,3.97,3.41,11,0.271,153
823430,2026-08-06T22:05:00Z,WSH @ PHI,PHI,WSH,Cristopher Sánchez,Miles Mikolas,650911,571945,1.02,,,,,,,,,,,,,,,,,,,2,8,5,5,2.69,3.75,10,0.249,66,4.04,4.05,13,0.393,209
824729,2026-08-06T23:10:00Z,CWS @ BOS,BOS,CWS,Ranger Suarez,Luis Castillo,624133,622491,1.03,,,,,,,,,,,,,,,,,,,5,5,9,1,5.38,4.6,6,0.31,28,4.07,3.73,10,0.362,75
824885,2026-08-06T23:15:00Z,MIA @ ATL,ATL,MIA,Martín Pérez,Janson Junk,527048,676083,0.98,,,,,,,,,,,,,,,,,,,6,4,8,2,5.01,2.74,7,0.256,27,3.91,3.2,9,0.29,45
824080,2026-08-06T23:40:00Z,MIN @ KC,KC,MIN,Michael Wacha,Bailey Ober,608379,641927,0.98,,,,,,,,,,,,,,,,,,,5,5,5,5,5.25,3.75,12,0.28,103,4.7,4.2,13,0.419,131
825053,2026-08-07T01:40:00Z,SD @ AZ,AZ,SD,Kohl Drake,Walker Buehler,684442,621111,1.05,,,,,,,,,,,,,,,,,,,7,3,6,4,,,0,,0,6.13,3.7,12,0.281,115
