game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,home_hitters_with_history,home_lineup_avg_xwoba
823554,2026-05-02T17:35:00Z,BAL @ NYY,NYY,BAL,Ryan Weathers,Kyle Bradish,677960.0,680694,5.0,0.429,11,0.286
823715,2026-05-02T18:10:00Z,TOR @ MIN,MIN,TOR,Connor Prielipp,Dylan Cease,687570.0,656302,0.0,,9,0.187
824685,2026-05-02T18:20:00Z,AZ @ CHC,CHC,AZ,Shota Imanaga,Ryne Nelson,684007.0,669194,8.0,0.147,12,0.354
825014,2026-05-02T20:05:00Z,CLE @ ATH,ATH,CLE,Jacob Lopez,Slade Cecconi,682052.0,677944,1.0,0.245,10,0.344
823388,2026-05-02T20:05:00Z,CIN @ PIT,PIT,CIN,Carmen Mlodzinski,Rhett Lowder,669387.0,695076,8.0,0.075,5,0.373
822746,2026-05-02T20:05:00Z,MIL @ WSH,WSH,MIL,Foster Griffin,Kyle Harrison,656492.0,690986,8.0,0.266,10,0.348
824771,2026-05-02T20:10:00Z,HOU @ BOS,BOS,HOU,Connelly Early,Spencer Arrighetti,813349.0,681293,0.0,,8,0.356
823876,2026-05-02T20:10:00Z,PHI @ MIA,MIA,PHI,Max Meyer,Andrew Painter,676974.0,691725,3.0,0.196,0,
822988,2026-05-02T22:10:00Z,SF @ TB,TB,SF,Griffin Jax,Landen Roupp,643377.0,694738,8.0,0.298,8,0.425
823067,2026-05-02T23:15:00Z,LAD @ STL,STL,LAD,Michael McGreevy,Roki Sasaki,700241.0,808963,8.0,0.363,0,
824284,2026-05-02T23:15:00Z,TEX @ DET,DET,TEX,Keider Montero,Kumar Rocker,672456.0,677958,7.0,0.407,6,0.298
824365,2026-05-03T00:10:00Z,ATL @ COL,COL,ATL,TBD,Chris Sale,,519242,,,7,0.269
823308,2026-05-03T00:40:00Z,CWS @ SD,SD,CWS,Michael King,Sean Burke,650633.0,680732,11.0,0.244,11,0.315
824042,2026-05-03T01:38:00Z,NYM @ LAA,LAA,NYM,Reid Detmers,Nolan McLean,672282.0,690997,6.0,0.368,0,
823144,2026-05-03T01:40:00Z,KC @ SEA,SEA,KC,Emerson Hancock,Seth Lugo,676106.0,607625,10.0,0.412,12,0.275
