date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/13,,@,W 1-0,5.1,4,1,1,0,1,4,71
6/5,,vs,W 1-0,5.0,3,3,3,0,2,5,85
5/30,,@,W 1-0,5.0,4,2,2,1,3,2,81
5/24,,vs,L 0-1,5.2,5,1,1,0,2,2,86
5/19,,@,ND,5.0,5,4,4,1,2,10,78
5/16,,vs,ND,1.0,0,0,0,0,0,2,14
5/13,,vs,ND,1.0,0,0,0,0,0,2,12
5/6,,@,L 0-1,5.2,5,2,2,1,1,5,84
4/28,,vs,W 1-0,5.0,2,0,0,0,4,5,91
4/22,,@,ND,3.0,3,2,2,2,0,4,52
4/17,,@,W 1-0,6.0,4,0,0,0,2,4,94
4/11,,vs,L 0-1,5.0,2,1,1,1,3,2,86
4/5,,@,ND,5.0,5,4,4,0,1,1,75
3/31,,vs,ND,4.1,2,0,0,0,0,3,47
