date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
5/6,,@,ND,1.0,0,0,0,0,0,0,7
5/4,,@,ND,1.1,0,0,0,0,0,0,16
5/2,,vs,ND,1.0,0,0,0,0,0,0,9
4/29,,vs,ND,1.1,1,0,0,0,1,0,22
4/26,,@,L 0-1,0.2,2,2,2,0,1,0,20
4/19,,@,ND,1.2,0,0,0,0,1,2,24
4/17,,@,ND,1.0,0,0,0,0,0,0,15
4/16,,vs,ND,0.1,1,0,0,0,1,0,9
4/12,,vs,ND,1.0,1,0,0,0,0,2,19
4/11,,vs,ND,0.2,2,0,0,0,1,1,21
4/9,,vs,ND,1.1,0,0,0,0,0,1,20
4/7,,@,ND,1.0,2,0,0,0,0,0,23
4/5,,@,ND,1.2,3,1,1,0,0,2,25
3/31,,vs,ND,1.2,1,0,0,0,0,1,17
3/26,,vs,ND,2.0,0,0,0,0,0,3,20
