game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
823518,2026-07-22T17:05:00Z,PIT @ NYY,NYY,PIT,Gerrit Cole,Mitch Keller,543037.0,656605,1.05,,,,,,,,,,,,,,,,,,,3.27,2.61,5.0,0.262,62.0,4.42,4.21,10,0.427,72
823519,2026-07-22T23:05:00Z,PIT @ NYY,NYY,PIT,Max Fried,Bubba Chandler,608331.0,696149,1.05,,,,,,,,,,,,,,,,,,,2.11,2.22,11.0,0.29,63.0,3.85,4.87,7,,6
824735,2026-07-22T17:35:00Z,BAL @ BOS,BOS,BAL,Jake Bennett,Dean Kremer,687562.0,665152,1.03,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,2.61,2.34,9,0.335,56
824732,2026-07-22T23:10:00Z,BAL @ BOS,BOS,BAL,TBD,Kyle Bradish,,680694,1.03,,,,,,,,,,,,,,,,,,,,,,,,7.2,2.96,9,0.394,37
824083,2026-07-22T18:10:00Z,SF @ KC,KC,SF,Seth Lugo,Landen Roupp,607625.0,694738,0.98,,,,,,,,,,,,,,,,,,,10.01,5.54,5.0,0.346,26.0,9.51,5.14,6,0.511,11
823761,2026-07-22T18:10:00Z,NYM @ MIL,MIL,NYM,Logan Henderson,Christian Scott,701656.0,681035,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0,,0
824327,2026-07-22T19:10:00Z,WSH @ COL,COL,WSH,Gabriel Hughes,Cade Cavalli,687312.0,676917,1.22,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,3.1,3.1,1,0.41,3
825055,2026-07-22T19:40:00Z,ATH @ AZ,AZ,ATH,Merrill Kelly,Gage Jump,518876.0,695611,1.05,,,,,,,,,,,,,,,,,,,5.69,2.92,8.0,0.334,35.0,,,0,,0
823110,2026-07-22T19:40:00Z,CIN @ SEA,SEA,CIN,Emerson Hancock,Brady Singer,676106.0,663903,0.97,,,,,,,,,,,,,,,,,,,2.19,3.73,6.0,0.255,22.0,4.92,3.02,8,0.351,85
824004,2026-07-22T20:07:00Z,STL @ LAA,LAA,STL,Reid Detmers,Michael McGreevy,672282.0,700241,0.97,,,,,,,,,,,,,,,,,,,0.13,0.13,7.0,0.289,16.0,,,2,,2
824408,2026-07-22T22:40:00Z,MIN @ CLE,CLE,MIN,Slade Cecconi,Bailey Ober,677944.0,641927,0.97,,,,,,,,,,,,,,,,,,,1.66,2.41,11.0,0.323,34.0,2.91,3.37,12,0.245,85
823438,2026-07-22T22:40:00Z,LAD @ PHI,PHI,LAD,Aaron Nola,Eric Lauer,605400.0,641778,1.02,,,,,,,,,,,,,,,,,,,4.11,3.62,10.0,0.289,159.0,4.38,3.13,12,0.272,55
822784,2026-07-22T23:07:00Z,TB @ TOR,TOR,TB,TBD,Griffin Jax,,643377,1.0,,,,,,,,,,,,,,,,,,,,,,,,5.71,5.03,10,0.399,63
824896,2026-07-22T23:15:00Z,SD @ ATL,ATL,SD,TBD,Michael King,,650633,0.98,,,,,,,,,,,,,,,,,,,,,,,,2.21,2.25,10,0.278,75
822873,2026-07-23T00:05:00Z,CWS @ TEX,TEX,CWS,TBD,Anthony Kay,,641743,1.02,,,,,,,,,,,,,,,,,,,,,,,,2.17,3.54,3,0.183,9
824650,2026-07-23T00:10:00Z,DET @ CHC,CHC,DET,Colin Rea,Keider Montero,607067.0,672456,1.02,,,,,,,,,,,,,,,,,,,2.88,4.36,5.0,0.153,13.0,11.18,4.38,8,0.343,18
824166,2026-07-23T00:10:00Z,MIA @ HOU,HOU,MIA,Peter Lambert,Sandy Alcantara,663567.0,645261,1.03,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.47,2.42,11,0.316,63
