game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
822868,2026-07-27T18:35:00Z,SEA @ TEX,TEX,SEA,Kumar Rocker,George Kirby,677958.0,669923.0,1.02,,,,,,,,,,,,,,,,,,,4,6,5,5,5.5,3.6,9.0,0.438,48.0,1.74,2.74,8.0,0.281,89.0
824245,2026-07-27T22:40:00Z,BAL @ DET,DET,BAL,Keider Montero,Kyle Bradish,672456.0,680694.0,0.99,,,,,,,,,,,,,,,,,,,7,3,6,4,7.38,4.29,10.0,0.441,36.0,5.4,5.06,8.0,0.356,23.0
823353,2026-07-27T22:40:00Z,AZ @ PIT,PIT,AZ,Mitch Keller,Merrill Kelly,656605.0,518876.0,0.99,,,,,,,,,,,,,,,,,,,7,3,5,5,3.38,3.33,10.0,0.248,80.0,7.36,5.23,4.0,0.553,24.0
823839,2026-07-27T22:40:00Z,PHI @ MIA,MIA,PHI,Tyler Phillips,TBD,663969.0,,0.95,,,,,,,,,,,,,,,,,,,4,6,0,10,6.28,4.58,12.0,0.339,46.0,,,,,
822705,2026-07-27T22:45:00Z,TOR @ WSH,WSH,TOR,Andrew Alvarez,TBD,674841.0,,1.0,,,,,,,,,,,,,,,,,,,3,7,5,5,,,0.0,,0.0,,,,,
824490,2026-07-27T23:10:00Z,CLE @ CIN,CIN,CLE,Chase Burns,Slade Cecconi,695505.0,677944.0,1.04,,,,,,,,,,,,,,,,,,,4,6,5,5,2.67,3.34,6.0,0.02,7.0,2.81,3.34,11.0,0.234,48.0
823597,2026-07-27T23:10:00Z,ATL @ NYM,NYM,ATL,Zac Thornton,Martín Pérez,804267.0,527048.0,0.98,,,,,,,,,,,,,,,,,,,7,3,3,7,,,0.0,,0.0,4.91,4.84,12.0,0.357,96.0
824570,2026-07-27T23:40:00Z,NYY @ CWS,CWS,NYY,Noah Schultz,Max Fried,702273.0,608331.0,0.97,,,,,,,,,,,,,,,,,,,7,3,6,4,,,1.0,,2.0,2.24,3.36,6.0,0.225,27.0
823025,2026-07-27T23:45:00Z,CHC @ STL,STL,CHC,TBD,David Peterson,,656849.0,0.99,,,,,,,,,,,,,,,,,,,7,3,3,7,,,,,,7.42,4.62,11.0,0.366,50.0
824001,2026-07-28T01:38:00Z,HOU @ LAA,LAA,HOU,Walbert Ureña,Tatsuya Imai,700712.0,837227.0,0.97,,,,,,,,,,,,,,,,,,,6,4,3,7,3.98,6.16,8.0,0.273,21.0,7.6,,6.0,0.39,7.0
824977,2026-07-28T01:40:00Z,BOS @ ATH,ATH,BOS,Jack Perkins,Payton Tolle,678022.0,801139.0,1.0,,,,,,,,,,,,,,,,,,,8,2,3,7,,,0.0,,0.0,6.96,2.72,5.0,0.196,9.0
823195,2026-07-28T01:45:00Z,MIL @ SF,SF,MIL,Tyler Mahle,Brandon Sproat,641816.0,687075.0,0.95,,,,,,,,,,,,,,,,,,,6,4,5,5,2.46,4.18,5.0,0.22,23.0,,,0.0,,0.0
