game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_season_era,away_pitcher_season_era,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,home_pitcher_season_xfip,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,away_pitcher_season_xfip,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824239,2026-08-15T17:10:00Z,CWS @ DET,DET,CWS,TBD,Anthony Kay,,641743.0,0.99,,,,,,,,,,,,,,,,,,,4,6,7,3,,3.96,,,,,,,6.91,5.5,4.33,6.0,0.504,18.0
824644,2026-08-15T18:20:00Z,STL @ CHC,CHC,STL,Matthew Boyd,Michael McGreevy,571510.0,700241.0,1.02,,,,,,,,,,,,,,,,,,,7,3,8,2,3.5,3.64,10.0,0.293,57.0,3.55,3.63,3.55,6.07,5.47,3.79,11.0,0.405,73.0
822775,2026-08-15T19:07:00Z,NYY @ TOR,TOR,NYY,TBD,Cam Schlittler,,693645.0,1.0,,,,,,,,,,,,,,,,,,,6,4,6,4,,2.21,,,,,,,3.1,3.37,2.42,12.0,0.294,89.0
823184,2026-08-15T20:05:00Z,COL @ SF,SF,COL,Logan Webb,Michael Lorenzen,657277.0,547179.0,0.95,,,,,,,,,,,,,,,,,,,4,6,3,7,3.59,6.83,11.0,0.312,135.0,4.01,2.97,3.21,3.85,4.82,4.62,7.0,0.389,30.0
823588,2026-08-15T20:10:00Z,WSH @ NYM,NYM,WSH,Sean Manaea,TBD,640455.0,,0.98,,,,,,,,,,,,,,,,,,,5,5,6,4,4.13,,9.0,0.334,60.0,4.13,3.41,3.71,,,,,,
822941,2026-08-15T22:10:00Z,BAL @ TB,TB,BAL,Ian Seymour,TBD,693855.0,,0.97,,,,,,,,,,,,,,,,,,,4,6,9,1,4.08,,10.0,0.231,27.0,3.79,3.52,3.06,,,,,,
824480,2026-08-15T22:40:00Z,MIA @ CIN,CIN,MIA,Brady Singer,Ryan Gusto,663903.0,687473.0,1.04,,,,,,,,,,,,,,,,,,,5,5,6,4,4.66,4.78,10.0,0.383,35.0,3.66,3.39,4.05,10.34,3.47,3.65,4.0,0.657,7.0
824400,2026-08-15T23:10:00Z,SD @ CLE,CLE,SD,Joey Cantillo,TBD,676282.0,,0.97,,,,,,,,,,,,,,,,,,,7,3,3,7,3.91,,9.0,0.287,12.0,3.74,,3.48,,,,,,
824157,2026-08-15T23:10:00Z,SEA @ HOU,HOU,SEA,Hayden Wesneski,Emerson Hancock,669713.0,676106.0,1.03,,,,,,,,,,,,,,,,,,,3,7,5,5,3.86,3.35,7.0,0.362,33.0,2.89,2.69,4.27,3.75,4.0,3.32,9.0,0.292,43.0
823671,2026-08-15T23:10:00Z,PHI @ MIN,MIN,PHI,Connor Prielipp,Jesús Luzardo,687570.0,666200.0,1.01,,,,,,,,,,,,,,,,,,,5,5,4,6,4.79,3.32,1.0,0.09,4.0,0.7,1.63,3.64,3.0,2.35,2.53,9.0,0.219,39.0
823347,2026-08-15T23:15:00Z,BOS @ PIT,PIT,BOS,Jared Jones,Sonny Gray,683003.0,543243.0,0.99,,,,,,,,,,,,,,,,,,,5,5,3,7,5.03,2.79,6.0,0.293,10.0,3.13,4.49,3.12,4.56,2.36,3.33,7.0,0.28,81.0
824884,2026-08-15T23:15:00Z,AZ @ ATL,ATL,AZ,TBD,Eduardo Rodriguez,,593958.0,0.98,,,,,,,,,,,,,,,,,,,5,5,7,3,,2.7,,,,,,,3.39,2.96,4.05,10.0,0.262,71.0
823914,2026-08-15T23:15:00Z,MIL @ LAD,LAD,MIL,Justin Wrobleski,Jacob Misiorowski,680736.0,694819.0,0.96,,,,,,,,,,,,,,,,,,,6,4,4,6,3.44,1.76,8.0,0.442,26.0,7.86,5.75,3.77,2.82,1.96,1.73,10.0,0.254,34.0
823990,2026-08-16T01:38:00Z,KC @ LAA,LAA,KC,Reid Detmers,Randy Dobnak,672282.0,677976.0,0.97,,,,,,,,,,,,,,,,,,,3,7,5,5,4.0,2.0,8.0,0.306,43.0,4.51,3.73,3.27,3.79,4.93,4.14,4.0,0.202,7.0
824966,2026-08-16T01:40:00Z,TEX @ ATH,ATH,TEX,TBD,MacKenzie Gore,,669022.0,1.0,,,,,,,,,,,,,,,,,,,5,5,2,8,,4.43,,,,,,,3.21,4.07,3.35,9.0,0.304,41.0
