game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_season_era,away_pitcher_season_era,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,home_pitcher_season_xfip,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,away_pitcher_season_xfip,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824424,2026-09-04T18:10:00Z,DET @ CLE,CLE,DET,Logan Allen,Keider Montero,671106.0,672456.0,0.97,,,,,,,,,,,,,,,,,,,3,7,6,4,3.77,3.24,11.47,6.79,4.84,6.0,0.391,31.0,4.87,4.48,3.81,13.0,0.228,69.0
824387,2026-09-04T23:15:00Z,DET @ CLE,CLE,DET,Foster Griffin,Andrew Sears,656492.0,808825.0,0.97,,,,,,,,,,,,,,,,,,,3,7,6,4,3.21,6.75,5.4,4.2,3.44,8.0,0.418,18.0,,,4.28,0.0,,0.0
824471,2026-09-04T22:10:00Z,MIL @ CIN,CIN,MIL,Rhett Lowder,Shane Drohan,695076.0,675660.0,1.04,,,,,,,,,,,,,,,,,,,6,4,5,5,5.14,3.75,4.23,2.88,4.04,14.0,0.359,70.0,2.05,2.98,3.43,8.0,0.273,28.0
823418,2026-09-04T22:40:00Z,ATL @ PHI,PHI,ATL,Cristopher Sánchez,Chris Sale,650911.0,519242.0,1.02,,,,,,,,,,,,,,,,,,,8,2,7,3,2.52,2.06,4.47,3.08,2.15,13.0,0.307,138.0,2.03,2.39,2.47,13.0,0.302,137.0
823338,2026-09-04T22:45:00Z,LAA @ PIT,PIT,LAA,Jared Jones,Ryan Johnson,683003.0,696270.0,0.99,,,,,,,,,,,,,,,,,,,1,9,6,4,4.83,5.47,3.13,3.81,3.21,4.0,0.279,7.0,3.14,,4.59,4.0,0.306,4.0
824797,2026-09-04T23:05:00Z,BOS @ BAL,BAL,BOS,Shane Baz,Ranger Suarez,669358.0,624133.0,1.01,,,,,,,,,,,,,,,,,,,4,6,6,4,4.01,3.64,1.76,3.02,3.65,10.0,0.201,92.0,4.26,4.59,3.35,11.0,0.33,53.0
823579,2026-09-04T23:10:00Z,SF @ NYM,NYM,SF,Nolan McLean,Matt Wilkinson,690997.0,683363.0,0.98,,,,,,,,,,,,,,,,,,,5,5,4,6,3.06,4.63,1.6,2.77,3.28,2.0,0.192,4.0,,,4.22,0.0,,0.0
823824,2026-09-04T23:10:00Z,CHC @ MIA,MIA,CHC,Janson Junk,Shota Imanaga,676083.0,684007.0,0.95,,,,,,,,,,,,,,,,,,,4,6,5,5,4.11,4.01,2.44,3.54,3.81,8.0,0.253,15.0,1.42,,3.48,2.0,0.264,7.0
824554,2026-09-04T23:40:00Z,MIN @ CWS,CWS,MIN,Erick Fedde,Zebby Matthews,607200.0,805673.0,0.97,,,,,,,,,,,,,,,,,,,4,6,5,5,4.16,4.58,2.22,3.1,4.37,12.0,0.256,55.0,3.97,3.54,3.68,12.0,0.293,79.0
822852,2026-09-05T00:05:00Z,TB @ TEX,TEX,TB,Kumar Rocker,Nick Martinez,677958.0,607259.0,1.02,,,,,,,,,,,,,,,,,,,7,3,5,5,4.44,2.99,3.43,5.31,3.63,4.0,0.4,14.0,8.04,4.01,4.07,10.0,0.302,48.0
824146,2026-09-05T00:10:00Z,AZ @ HOU,HOU,AZ,Cristian Javier,Merrill Kelly,664299.0,518876.0,1.03,,,,,,,,,,,,,,,,,,,5,5,7,3,6.45,5.08,5.48,4.23,4.65,9.0,0.276,33.0,3.3,3.52,4.71,11.0,0.224,89.0
824067,2026-09-05T00:10:00Z,TOR @ KC,KC,TOR,Daniel Lynch IV,Jameson Taillon,663738.0,592791.0,0.98,,,,,,,,,,,,,,,,,,,6,4,6,4,3.06,5.68,5.71,4.44,3.85,7.0,0.34,54.0,4.59,2.98,4.64,7.0,0.267,35.0
824311,2026-09-05T00:40:00Z,STL @ COL,COL,STL,Ryan Feltner,TBD,663372.0,,1.22,,,,,,,,,,,,,,,,,,,4,6,4,6,5.84,,4.13,4.25,4.46,8.0,0.25,31.0,,,,,,
823256,2026-09-05T01:40:00Z,NYY @ SD,SD,NYY,Walker Buehler,Max Fried,621111.0,608331.0,0.95,,,,,,,,,,,,,,,,,,,6,4,3,7,4.66,2.8,5.02,2.74,3.72,11.0,0.261,118.0,3.22,2.68,3.22,8.0,0.362,90.0
823905,2026-09-05T02:10:00Z,WSH @ LAD,LAD,WSH,TBD,Jackson Kent,,800600.0,0.96,,,,,,,,,,,,,,,,,,,6,4,4,6,,5.59,,,,,,,,,4.49,0.0,,0.0
823093,2026-09-05T02:10:00Z,ATH @ SEA,SEA,ATH,Logan Gilbert,TBD,669302.0,,0.97,,,,,,,,,,,,,,,,,,,4,6,4,6,3.42,,3.04,2.8,3.14,8.0,0.321,70.0,,,,,,
